|negative|,|@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge|
|negative|,|@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.|
|negative|,|Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend|
|negative|,|really don't feel like getting up today... but got to study to for tomorrows practical exam...|
|negative|,|He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart|
|negative|,|Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!|
|negative|,|@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it|
|negative|,|Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.|
|negative|,|@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...|
|negative|,|Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?|
|negative|,|Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it|
|negative|,|is strangely sad about LiLo and SamRo breaking up.|
|negative|,|@tea oh! i'm so sorry  i didn't think about that before retweeting.|
|negative|,|Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are|
|negative|,|@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.|
|negative|,|our duck and chicken are taking wayyy too long to hatch|
|negative|,|Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.|
|negative|,|I need a hug|
|negative|,|@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!|
|negative|,|@oanhLove I hate when that happens...|
|negative|,|I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm|
|negative|,|Ugh....92 degrees tomorrow|
|negative|,|Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.|
|negative|,|@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?|
|negative|,|just leaving the parking lot of work!|
|negative|,|The Life is cool. But not for Me.|
|negative|,|Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.|
|negative|,|I had such a nice day. Too bad the rain comes in tomorrow at 5am|
|negative|,|@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks|
|negative|,|Damm back to school tomorrow|
|negative|,|Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?|
|negative|,|@katortiz  Not forever... See you soon!|
|negative|,|@Lt_Algonquin agreed, I saw the failwhale allllll day today.|
|negative|,|@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!|
|negative|,|@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!|
|negative|,|i really hate how people diss my bands!  Trace is clearly NOT ugly!|
|negative|,|Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.|
|negative|,|Why won't you show my location?!   http://twitpic.com/2y2es|
|negative|,|No picnic  my phone smells like citrus.|
|negative|,|@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.|
|negative|,|No new csi tonight.  FML|
|negative|,|i think my arms are sore from tennis|
|negative|,|wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .|
|negative|,|sleep soon... i just hate saying bye and see you tomorrow for the night.|
|negative|,|@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine|
|negative|,|missin' the boo|
|negative|,|@markhardy1974 Me too  #itm|
|negative|,|Damn... I don't have any chalk! MY CHALKBOARD IS USELESS|
|negative|,|had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too|
|negative|,|@msdrama hey missed ya at the meeting  sup mama|
|negative|,|My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!|
|negative|,|why is it always the fat ones?!|
|negative|,|@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*|
|negative|,|@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad|
|negative|,|wednesday my b-day! don't know what 2 do!!|
|negative|,|Poor cameron (the hills)|
|negative|,|pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache|
|negative|,|@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike|
|negative|,|Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435|
|negative|,|so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....|
|negative|,|hey, I actually won one of my bracket pools! Too bad it wasn't the one for money|
|negative|,|@stark YOU don't follow me, either  and i work for you!|
|negative|,|A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.|
|negative|,| Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji|
|negative|,|@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours....|
|negative|,|Behind on my classes for work|
|negative|,|watching &quot;House&quot;|
|negative|,|@kpreyes Remember my bum leg? Strikes back this time its serious|
|negative|,|@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls|
|negative|,|Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014|
|negative|,|would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?|
|negative|,|@Henkuyinepu it's overrated|
|negative|,|@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times|
|negative|,|laying in bed with no voice..|
|negative|,|I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy|
|negative|,|@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.|
|negative|,|@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.|
|negative|,|@salancaster  hope your ok.|
|negative|,|@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love|
|negative|,|@HibaNick yeah aw but i know i wudnt stand a chance|
|negative|,|ugh. cant sleep. its 1:30am.|
|negative|,|Hanging in Crooners. Wanna sing. Can't. Sucks.|
|negative|,|@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!|
|negative|,|Is pissed off that there's no ASBA's for a radio station.|
|negative|,|wednesday my b-day n don't know what 2 do! |
|negative|,|I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.|
|negative|,|I am in pain. My back and sides hurt. Not to mention crying is made of fail.|
|negative|,|Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick...|
|negative|,|@allyheman but.. but.. but.. I'm not a big fan on camilla belle|
|negative|,|@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine|
|negative|,|This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done|
|negative|,|I'm so cold|
|negative|,|@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow|
|negative|,|@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff|
|negative|,|Hoping the tummy rumbles go away soon|
|negative|,|@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over.|
|negative|,|almost bedtime|
|negative|,|I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart|
|negative|,|Agh...snow!!!|
|negative|,|i miss kenny powers|
|negative|,|@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget|
|negative|,|...and, India missed out its 100th Test victory n 10th consecutive win without a loss.|
|negative|,|@JonathanRKnight I guess that's a no then.|
|negative|,|sadly is going to bed.|
|negative|,|@ozesteph1992 Shame to hear this Stephan|
|negative|,|@mrsaintnick hey! i'm leavin in the morning...|
|negative|,|Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left|
|negative|,|laid around too much today... now my head hurts|
|negative|,|@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.|
|negative|,|my nokia 1110 died.. |
|negative|,|My mom might have breast cancer won't find out anything for. Like a week I'm so worried!|
|negative|,|Going to sleep. Hoping tomorrow is a better day.|
|negative|,|@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too|
|negative|,|@onemoreproject that is lame|
|negative|,|I don't understand... I really don't|
|negative|,|HEROES just isn't doing it for me this season...|
|negative|,|Living not downtown sure isn't much fun. |
|negative|,|@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!|
|negative|,|Man Work is Hard|
|negative|,|getting sick  time for some hot tea, studying, and then sleeeep|
|negative|,|Getting eyebrows waxed. More pain|
|negative|,|No phantasy star yesterday  going to work...|
|negative|,|Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well|
|negative|,|Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too|
|negative|,|is alone downstairs...working|
|negative|,|I feel bad for doing it|
|negative|,|@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him.|
|negative|,|@pinkserendipity yes sprint has 4g only in baltimore and chicago so far|
|negative|,|I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.|
|negative|,|Thanks for bursting my bubble|
|negative|,|Going to school soon... can't find anything to wear!! gosh it's so hard|
|negative|,|@marieclr I was serious  LOL|
|negative|,|@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history|
|negative|,|Crazy wind today = no birding  http://ff.im/1XTTi|
|negative|,|currently at work..|
|negative|,|Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.|
|negative|,|@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!|
|negative|,|i don't see the big deal with this website|
|negative|,|@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail|
|negative|,|@ColinDeMar Far too out of the way for rail.  any other tips?|
|negative|,|I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.|
|negative|,|Today I realized I am too good at hiding things, even I can't find it|
|negative|,|Staying at a friends house...house sitting, neighbors are SO loud-having a party|
|negative|,|@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!|
|negative|,|Check out my mug  http://www.erika-obscura.blogspot.com|
|negative|,|Borders closed at 10|
|negative|,|Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days|
|negative|,|Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!|
|negative|,|is watching the hill . . .and its making me sad|
|negative|,|So many channels.... yet so so boring... lazy day again  may have to find a hobby|
|negative|,|@supersport I miss my buddy  ill be in NY on the 25th|
|negative|,|@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people|
|negative|,|Opps.. As I said.. I still got one day remain and now problem come|
|negative|,|I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb|
|negative|,|@HillyDoP  oH NO|
|negative|,|spencer is not a good guy.|
|negative|,|@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.|
|negative|,|@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well|
|negative|,|didn't get shit done today ~ i'm so screwed|
|negative|,|wanttss to go out|
|negative|,|Is not going to sleep tonite.|
|negative|,|too worried and tired to post tonight|
|negative|,|couldn't get shit done today ~ i'm so screwed|
|negative|,|Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep|
|negative|,|@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(|
|negative|,|@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now|
|negative|,|@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.|
|negative|,|@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!|
|negative|,|i hate to see the spartans so sad|
|negative|,|My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot|
|negative|,|@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!|
|negative|,|@mandayyy|
|negative|,|@twista202 I think I want to read some books but the library doesn't have them|
|negative|,|My nap was interrupted so many times today  Going out for Japanese with the 'rents again...|
|negative|,|Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.|
|negative|,|@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.|
|negative|,|Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie|
|negative|,|sad that the 'feet' of my macbook just fell off|
|negative|,|I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad|
|negative|,|I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed. |
|negative|,|Has now gotten somebody to read his tweets, but cant get them to make an account.|
|negative|,|@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:|
|negative|,|@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me|
|negative|,|@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha|
|negative|,|@breadandbadger Congrats!!  i totally forgot to submit photos|
|negative|,|@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx|
|negative|,|@imaginarypeach now your leaving me  .... -gets sad-|
|negative|,|I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.|
|negative|,|SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED|
|negative|,|Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers|
|negative|,|What tragedy and disaster in the news this week|
|negative|,|yes yes still trying to find a picture that will upload correclty..|
|negative|,|Why oh why was the Red Sox game rained out? I was so looking forward to opening day|
|negative|,|I still can't find my keys.|
|negative|,|@charlietm I know right. I dunno what is going on with twitter.|
|negative|,|might be getting a sore throat again|
|negative|,|@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!|
|negative|,|@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy. |
|negative|,|@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd|
|negative|,|is in the bathroom... wake up lakin.|
|negative|,|@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3|
|negative|,|im lonely  keep me company! 22 female, california|
|negative|,|bad day at the betfair office|
|negative|,|I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!|
|negative|,|I'm really cold. I don't want to go to sleep yet but there's nothing to do|
|negative|,|@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!|
|negative|,|monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken|
|negative|,|@miss_om Aww  I know I felt like that yesterday at work|
|negative|,|@SarahReedSC treaty isn't defined|
|negative|,|missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;|
|negative|,|@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx|
|negative|,|Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts|
|negative|,|@mandayyy  |
|negative|,|New video card is DOA.|
|negative|,|feeling lost, naked and confused (JK, sort of).....no iphone for me.|
|negative|,|Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work|
|negative|,|missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;|
|negative|,|i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah|
|negative|,|has lost his ring. It's no-where to be seen|
|negative|,|@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY.|
|negative|,|Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick|
|negative|,|Is fucked to go back to IC|
|negative|,|@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.|
|negative|,|@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can|
|negative|,|@kissability Me too I is poor|
|negative|,|help me forget 8th april &amp; 13th july!|
|negative|,|dierks bentley is comin' to columbus, OH!! i wanna go so bad|
|negative|,|i have to take my sidekick back.|
|negative|,|@chriscantore congrats! I'm totally jealous! only wish my XM was working|
|negative|,|gr8t my face is very itchy|
|negative|,|poor socks  luvvvvv the golden retriever!! I want one sighhhh|
|negative|,|I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible|
|negative|,|Aaaaand the nausea is back.|
|negative|,|@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!|
|negative|,|spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..|
|negative|,|@mathewsmichael  i agree... the jobros dont update theres very often|
|negative|,|@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link|
|negative|,|@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )|
|negative|,|Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!|
|negative|,|@bostongarden I miss bentley|
|negative|,|seriously needs to finish these job applications|
|negative|,|My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids|
|negative|,|Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly.|
|negative|,|@huntermoore I don't want him to ever punch me. |
|negative|,|sooo sick of the snow  ughh|
|negative|,|@ITS_NEMESIS -------|
|negative|,|@LoveMeagan it doesn't work your fan is upset|
|negative|,|I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern.|
|negative|,|@zaydia but i cant figure out how to get there / back / pay for a hotel etc|
|negative|,|FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN|
|negative|,|feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.|
|negative|,|@ThaStevieG but what I really want is my old bass back|
|negative|,|Mad tired today... Callin it in early tonight  nighty night twittas|
|negative|,|@LevenRambin: Take it easy, and be good to you.|
|negative|,|I'm afraid I had bad code.|
|negative|,|Think I'm going to bed. Goodniight. I hate this|
|negative|,|@riancurtis  i'm here, friend, and i love you.|
|negative|,|@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??|
|negative|,|@aaronrva is in the bathroom and i have to pee!   |
|negative|,|@ashleyskyy but I wanted a margarita too!|
|negative|,|@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!|
|negative|,|Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good|
|negative|,|has 0g of milky bar left, and around 200ml of coke|
|negative|,|@jokerrrr It stillllll hasn't arrived|
|negative|,|Mraow, I feel like dancing, but first art school wants to rape me some more.|
|negative|,|@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time|
|negative|,|Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back|
|negative|,|amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.|
|negative|,|Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/|
|negative|,|@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!|
|negative|,|Just watched tropic thunder. Dreading tomorrow|
|negative|,|@qweendassah no...he's still miss'n...|
|negative|,|ChiefDelphi is down|
|negative|,|http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)|
|negative|,|playing game at home! my new boss didn't call me yet...|
|negative|,|Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t|
|negative|,|Poor Joshy is sick???   those damn tejanos!|
|negative|,|My thoughts are with Sandra Cantu's family at this difficult and sad time|
|negative|,|@FranzGlaus I know, just wanted to let everybody know what was happening |
|negative|,|Michigan who?  I don't know them.                   *sigh*   Shameful!|
|negative|,|i have to fill two hours|
|negative|,|@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday|
|negative|,|@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office|
|negative|,|throat is closing up and i had some string cheese. not a good idea|
|negative|,|Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.|
|negative|,|wishing i was home underneath my covers|
|negative|,|walking home from school drains all my energy|
|negative|,|@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!|
|negative|,|@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?|
|negative|,|I wish I was better at writing. It's taking me so long to write this paper.|
|negative|,|..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS...|
|negative|,|@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.|
|negative|,|@thecoolestout Ha the sun's already gone|
|negative|,|day 2. a lot harder than day 1. let's see how day 3 goes tomorrow.|
|negative|,|My man crush Jake Peavy let me down  #gayforpeavy|
|negative|,|@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail|
|negative|,|michigan state you make me sad|
|negative|,|omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.|
|negative|,|getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs|
|negative|,|@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos.|
|negative|,|@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself.|
|negative|,|just got home from watching Michigan State get tromped!  |
|negative|,|Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache|
|negative|,|@griffmiester no exchanging for me, my laptop hasn't arrived|
|negative|,|@hyperbets i hope this doesn't last too long.  i feel miserable!|
|negative|,|@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...|
|negative|,|@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down|
|negative|,|@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!|
|negative|,|I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah|
|negative|,|@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week|
|negative|,|@otakusecret my reaction too  whoa, didn't see that coming|
|negative|,|still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF!|
|negative|,|@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry|
|negative|,|@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for.|
|negative|,|Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it|
|negative|,|New Testament Test at 9:30 am  |
|negative|,|@ScoutBuck tons no hay Troll? ahhhh|
|negative|,|stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off!|
|negative|,|http://twitpic.com/2y2yi - I love you, Buck.|
|negative|,|last one!!! but still not done!!!|
|negative|,|homework....|
|negative|,|I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby|
|negative|,|Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots|
|negative|,|@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?|
|negative|,|Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and|
|negative|,|DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!|
|negative|,|@Sara_Kate Im afraid too  ( ur reply about uni from ages ago|
|negative|,|feeling down|
|negative|,|@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke|
|negative|,|@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.|
|negative|,| wonder if Jon lost the net|
|negative|,|Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML|
|negative|,|@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock|
|negative|,|@Poohpot lmao im sorry poohpot i ate it all!|
|negative|,|Any chance  Softbelly (for @MTUB) isn't loud?|
