|negative|	|really don't feel like getting up today... but got to study to for tomorrows practical exam...|
|negative|	|He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart|
|negative|	|Sad
|negative|	|@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it|
|negative|	|Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.|
|negative|	|@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...|
|negative|	|Just checked my user timeline on my blackberry
|negative|	|Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it|
|negative|	|is strangely sad about LiLo and SamRo breaking up.|
|negative|	|@tea oh! i'm so sorry  i didn't think about that before retweeting.|
|negative|	|Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are|
|negative|	|@localtweeps Wow
|negative|	|our duck and chicken are taking wayyy too long to hatch|
|negative|	|Put vacation photos online a few yrs ago. PC crashed
|negative|	|I need a hug|
|negative|	|@andywana Not sure what they are
|negative|	|@oanhLove I hate when that happens...|
|negative|	|I have a sad feeling that Dallas is not going to show up  I gotta say though
|negative|	|Ugh....92 degrees tomorrow|
|negative|	|Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.|
|negative|	|@BatManYNG I miss my ps3
|negative|	|just leaving the parking lot of work!|
|negative|	|The Life is cool. But not for Me.|
|negative|	|Sadly though
|negative|	|I had such a nice day. Too bad the rain comes in tomorrow at 5am|
|negative|	|@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks|
|negative|	|Damm back to school tomorrow|
|negative|	|Mo jobs
|negative|	|@katortiz  Not forever... See you soon!|
|negative|	|@Lt_Algonquin agreed
|negative|	|@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!|
|negative|	|@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!|
|negative|	|i really hate how people diss my bands!  Trace is clearly NOT ugly!|
|negative|	|Gym attire today was: Puma singlet
|negative|	|Why won't you show my location?!   http://twitpic.com/2y2es|
|negative|	|No picnic  my phone smells like citrus.|
|negative|	|@ashleyac My donkey is sensitive about such comments. Nevertheless
|negative|	|No new csi tonight.  FML|
|negative|	|i think my arms are sore from tennis|
|negative|	|wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .|
|negative|	|sleep soon... i just hate saying bye and see you tomorrow for the night.|
|negative|	|@statravelAU just got ur newsletter
|negative|	|missin' the boo|
|negative|	|@markhardy1974 Me too  #itm|
|negative|	|Damn... I don't have any chalk! MY CHALKBOARD IS USELESS|
|negative|	|had a blast at the Getty Villa
|negative|	|@msdrama hey missed ya at the meeting  sup mama|
|negative|	|My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so
|negative|	|why is it always the fat ones?!|
|negative|	|@januarycrimson Sorry
|negative|	|@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad|
|negative|	|wednesday my b-day! don't know what 2 do!!|
|negative|	|Poor cameron (the hills)|
|negative|	|pray for me please
|negative|	|@makeherfamous hmm  
|negative|	|Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435|
|negative|	|so rylee
|negative|	|hey
|negative|	|@stark YOU don't follow me
|negative|	|A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.|
|negative|	| Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji|
|negative|	|@mangaaa I hope they will increase the capacity fast
|negative|	|Behind on my classes for work|
|negative|	|watching &quot;House&quot;|
|negative|	|@kpreyes Remember my bum leg? Strikes back this time its serious|
|negative|	|@paradisej cool
|negative|	|Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014|
|negative|	|would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?|
|negative|	|@Henkuyinepu it's overrated|
|negative|	|@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times|
|negative|	|laying in bed with no voice..|
|negative|	|I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy|
|negative|	|@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.|
|negative|	|@Alliana07 it didn't make any sense to me
|negative|	|@salancaster  hope your ok.|
|negative|	|@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love|
|negative|	|@HibaNick yeah aw but i know i wudnt stand a chance|
|negative|	|ugh. cant sleep. its 1:30am.|
|negative|	|Hanging in Crooners. Wanna sing. Can't. Sucks.|
|negative|	|@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!|
|negative|	|Is pissed off that there's no ASBA's for a radio station.|
|negative|	|wednesday my b-day n don't know what 2 do! |
|negative|	|I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.|
|negative|	|I am in pain. My back and sides hurt. Not to mention crying is made of fail.|
|negative|	|Late night snack
|negative|	|@allyheman but.. but.. but.. I'm not a big fan on camilla belle|
|negative|	|@grum WAH I can't see clip
|negative|	|This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done|
|negative|	|I'm so cold|
|negative|	|@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow|
|negative|	|@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff|
|negative|	|Hoping the tummy rumbles go away soon|
|negative|	|@Knights_ No
|negative|	|almost bedtime|
|negative|	|I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart|
|negative|	|Agh...snow!!!|
|negative|	|i miss kenny powers|
|negative|	|@BridgetsBeaches Thank you for letting people know
|negative|	|...and
|negative|	|@JonathanRKnight I guess that's a no then.|
|negative|	|sadly is going to bed.|
|negative|	|@ozesteph1992 Shame to hear this Stephan|
|negative|	|@mrsaintnick hey! i'm leavin in the morning...|
|negative|	|Was intending to finish editing my 536-page novel manuscript tonight
|negative|	|laid around too much today... now my head hurts|
|negative|	|@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.|
|negative|	|my nokia 1110 died.. |
|negative|	|My mom might have breast cancer won't find out anything for. Like a week I'm so worried!|
|negative|	|Going to sleep. Hoping tomorrow is a better day.|
|negative|	|@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too|
|negative|	|@onemoreproject that is lame|
|negative|	|I don't understand... I really don't|
|negative|	|HEROES just isn't doing it for me this season...|
|negative|	|Living not downtown sure isn't much fun. |
|negative|	|@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!|
|negative|	|Man Work is Hard|
|negative|	|getting sick  time for some hot tea
|negative|	|Getting eyebrows waxed. More pain|
|negative|	|No phantasy star yesterday  going to work...|
|negative|	|Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well|
|negative|	|Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too|
|negative|	|is alone downstairs...working|
|negative|	|I feel bad for doing it|
|negative|	|@RyanSeacrest is it just me
|negative|	|@pinkserendipity yes sprint has 4g only in baltimore and chicago so far|
|negative|	|I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.|
|negative|	|Thanks for bursting my bubble|
|negative|	|Going to school soon... can't find anything to wear!! gosh it's so hard|
|negative|	|@marieclr I was serious  LOL|
|negative|	|@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history|
|negative|	|Crazy wind today = no birding  http://ff.im/1XTTi|
|negative|	|currently at work..|
|negative|	|Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.|
|negative|	|@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!|
|negative|	|i don't see the big deal with this website|
|negative|	|@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail|
|negative|	|@ColinDeMar Far too out of the way for rail.  any other tips?|
|negative|	|I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.|
|negative|	|Today I realized I am too good at hiding things
|negative|	|Staying at a friends house...house sitting
|negative|	|@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!|
|negative|	|Check out my mug  http://www.erika-obscura.blogspot.com|
|negative|	|Borders closed at 10|
|negative|	|Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days|
|negative|	|Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!|
|negative|	|is watching the hill . . .and its making me sad|
|negative|	|So many channels.... yet so so boring... lazy day again  may have to find a hobby|
|negative|	|@supersport I miss my buddy  ill be in NY on the 25th|
|negative|	|@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people|
|negative|	|Opps.. As I said.. I still got one day remain and now problem come|
|negative|	|I activated my Selfcontrol block early
|negative|	|@HillyDoP  oH NO|
|negative|	|spencer is not a good guy.|
|negative|	|@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring
|negative|	|@JonathanRKnight I hate the limited letters
|negative|	|didn't get shit done today ~ i'm so screwed|
|negative|	|wanttss to go out|
|negative|	|Is not going to sleep tonite.|
|negative|	|too worried and tired to post tonight|
|negative|	|couldn't get shit done today ~ i'm so screwed|
|negative|	|Job Interview in Cardiff today
|negative|	|@stustone Your show is whack. Way worse than whack
|negative|	|@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now|
|negative|	|@eloquentembrace You're going to kill me
|negative|	|@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!|
|negative|	|i hate to see the spartans so sad|
|negative|	|My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot|
|negative|	|@MySteezRadio I'm goin' to follow u
|negative|	|@mandayyy|
|negative|	|@twista202 I think I want to read some books but the library doesn't have them|
|negative|	|My nap was interrupted so many times today  Going out for Japanese with the 'rents again...|
|negative|	|Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.|
|negative|	|@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.|
|negative|	|Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie|
|negative|	|sad that the 'feet' of my macbook just fell off|
|negative|	|I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad|
|negative|	|I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there
|negative|	|Has now gotten somebody to read his tweets
|negative|	|@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:|
|negative|	|@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me|
|negative|	|@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha|
|negative|	|@breadandbadger Congrats!!  i totally forgot to submit photos|
|negative|	|@PaulaAbdul awww
|negative|	|@imaginarypeach now your leaving me  .... -gets sad-|
|negative|	|I miss you twitter. My phone broke
|negative|	|SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED|
|negative|	|Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers|
|negative|	|What tragedy and disaster in the news this week|
|negative|	|yes yes still trying to find a picture that will upload correclty..|
|negative|	|Why oh why was the Red Sox game rained out? I was so looking forward to opening day|
|negative|	|I still can't find my keys.|
|negative|	|@charlietm I know right. I dunno what is going on with twitter.|
|negative|	|might be getting a sore throat again|
|negative|	|@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!|
|negative|	|@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy. |
|negative|	|@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd|
|negative|	|is in the bathroom... wake up lakin.|
|negative|	|@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3|
|negative|	|im lonely  keep me company! 22 female
|negative|	|bad day at the betfair office|
|negative|	|I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!|
|negative|	|I'm really cold. I don't want to go to sleep yet but there's nothing to do|
|negative|	|@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!|
|negative|	|monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken|
|negative|	|@miss_om Aww  I know I felt like that yesterday at work|
|negative|	|@SarahReedSC treaty isn't defined|
|negative|	|missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;|
|negative|	|@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx|
|negative|	|Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts|
|negative|	|@mandayyy  |
|negative|	|New video card is DOA.|
|negative|	|feeling lost
|negative|	|Damn i am so late at filling this appraisal form
|negative|	|missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;|
|negative|	|i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah|
|negative|	|has lost his ring. It's no-where to be seen|
|negative|	|@burgaw Ooooooh! *sealclap* See
|negative|	|Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick|
|negative|	|Is fucked to go back to IC|
|negative|	|@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.|
|negative|	|@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can|
|negative|	|@kissability Me too I is poor|
|negative|	|help me forget 8th april &amp; 13th july!|
|negative|	|dierks bentley is comin' to columbus
|negative|	|i have to take my sidekick back.|
|negative|	|@chriscantore congrats! I'm totally jealous! only wish my XM was working|
|negative|	|gr8t my face is very itchy|
|negative|	|poor socks  luvvvvv the golden retriever!! I want one sighhhh|
|negative|	|I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible|
|negative|	|Aaaaand the nausea is back.|
|negative|	|@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!|
|negative|	|spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..|
|negative|	|@mathewsmichael  i agree... the jobros dont update theres very often|
|negative|	|@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link|
|negative|	|@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )|
|negative|	|Haven't tweeted nearly all day  Posted my website tonight
|negative|	|@bostongarden I miss bentley|
|negative|	|seriously needs to finish these job applications|
|negative|	|My son Vincas is sick
|negative|	|Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly.|
|negative|	|@huntermoore I don't want him to ever punch me. |
|negative|	|sooo sick of the snow  ughh|
|negative|	|@ITS_NEMESIS -------|
|negative|	|@LoveMeagan it doesn't work your fan is upset|
|negative|	|I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern.|
|negative|	|@zaydia but i cant figure out how to get there / back / pay for a hotel etc|
|negative|	|FML: So much for seniority
|negative|	|feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.|
|negative|	|@ThaStevieG but what I really want is my old bass back|
|negative|	|Mad tired today... Callin it in early tonight  nighty night twittas|
|negative|	|@LevenRambin: Take it easy
|negative|	|I'm afraid I had bad code.|
|negative|	|Think I'm going to bed. Goodniight. I hate this|
|negative|	|@riancurtis  i'm here
|negative|	|@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??|
|negative|	|@aaronrva is in the bathroom and i have to pee!   |
|negative|	|@ashleyskyy but I wanted a margarita too!|
|negative|	|@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!|
|negative|	|Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good|
|negative|	|has 0g of milky bar left
|negative|	|@jokerrrr It stillllll hasn't arrived|
|negative|	|Mraow
|negative|	|@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time|
|negative|	|Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back|
|negative|	|amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.|
|negative|	|Argh! I was suuuper sleepy an hour ago
|negative|	|@austinhill I wish I was!  Sold out   If you have some time let me know
|negative|	|Just watched tropic thunder. Dreading tomorrow|
|negative|	|@qweendassah no...he's still miss'n...|
|negative|	|ChiefDelphi is down|
|negative|	|http://twitpic.com/2y2wr - according to my bro
|negative|	|playing game at home! my new boss didn't call me yet...|
|negative|	|Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t|
|negative|	|Poor Joshy is sick???   those damn tejanos!|
|negative|	|My thoughts are with Sandra Cantu's family at this difficult and sad time|
|negative|	|@FranzGlaus I know
|negative|	|Michigan who?  I don't know them.                   *sigh*   Shameful!|
|negative|	|i have to fill two hours|
|negative|	|@alicayaba so cuuute! hey
|negative|	|@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office|
|negative|	|throat is closing up and i had some string cheese. not a good idea|
|negative|	|Aww
|negative|	|wishing i was home underneath my covers|
|negative|	|walking home from school drains all my energy|
|negative|	|@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep
|negative|	|@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?|
|negative|	|I wish I was better at writing. It's taking me so long to write this paper.|
|negative|	|..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS...|
|negative|	|@vene2ia ...not yet unfortunately
|negative|	|@thecoolestout Ha the sun's already gone|
|negative|	|day 2. a lot harder than day 1. let's see how day 3 goes tomorrow.|
|negative|	|My man crush Jake Peavy let me down  #gayforpeavy|
|negative|	|@trishzw megafast trip
|negative|	|michigan state you make me sad|
|negative|	|omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.|
|negative|	|getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs|
|negative|	|@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos.|
|negative|	|@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself.|
|negative|	|just got home from watching Michigan State get tromped!  |
|negative|	|Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight
|negative|	|@griffmiester no exchanging for me
|negative|	|@hyperbets i hope this doesn't last too long.  i feel miserable!|
|negative|	|@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...|
|negative|	|@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down|
|negative|	|@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!|
|negative|	|I swear no matter how long I've been getting up at 5am
|negative|	|@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week|
|negative|	|@otakusecret my reaction too  whoa
|negative|	|still sick. feeling a bit better
|negative|	|@Dangerm0use I think maybe you should get a couple more hours of sleep
|negative|	|@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for.|
|negative|	|Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it|
|negative|	|New Testament Test at 9:30 am  |
|negative|	|@ScoutBuck tons no hay Troll? ahhhh|
|negative|	|stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off!|
|negative|	|http://twitpic.com/2y2yi - I love you
|negative|	|last one!!! but still not done!!!|
|negative|	|homework....|
|negative|	|I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby|
|negative|	|Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots|
|negative|	|@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?|
|negative|	|Geez what a busy afternoon. Meetings
|negative|	|DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL
|negative|	|@Sara_Kate Im afraid too  ( ur reply about uni from ages ago|
|negative|	|feeling down|
|negative|	|@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke|
|negative|	|@nick_carter Aww Nick!! I like your hair longer
|negative|	| wonder if Jon lost the net|
|negative|	|Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML|
|negative|	|@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock|
|negative|	|@Poohpot lmao im sorry poohpot i ate it all!|
|negative|	|Any chance  Softbelly (for @MTUB) isn't loud?|
|negative|	|Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming|
|negative|	|listening to nathan cry....|
|negative|	|today sucked. I'm gonna die without chris and callum!  wahhh!|
|negative|	|STOU site not update
|negative|	|@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick|
|negative|	|is in love with scrappy and is missin him already|
|negative|	|wants to hear @seblefebvre 's song but myspace is messing with me|
|negative|	|Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management|
|negative|	|@duchess_rebecca Man... intervention is soo sad|
|negative|	|HELP! I need a new boyfriend... I'm stuck in a rut|
|negative|	|I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me|
|negative|	|Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax|
|negative|	|Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka|
|negative|	|@soillodge yes
|negative|	|i want the new GG episode already|
|negative|	|I miss watching Rocko's Modern Life.|
|negative|	|RIP Sandra....its so sad    how can someone do something like that??|
|negative|	|Keeping my fingers crossed for my buddy    He is not feeling well.|
|negative|	|Wait should I eat?? Or be skinny for vegas!! I'm hungry!|
|negative|	|@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me
|negative|	|@benackerman BTW my iPhone is acting funny
|negative|	|Sitting here wondering why &quot;ED&quot; still has such a strong hold on me|
|negative|	|@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!|
|negative|	|@carolrainbow no Internet at home
|negative|	|@Steve_Buscemi the weather in Canada is freezing|
|negative|	|twiggassssssss I been out of range all day  I'm back now and hopefully for good.|
|negative|	|@danadearmond|
|negative|	|anyone who reads this pray for my Grandma. She's in pain|
|negative|	|#3 woke up and was having an accident - &quot;It's pushing
|negative|	|Home from Franklin street
|negative|	|@johnnybeane hey! you just changed your default.|
|negative|	|Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.|
|negative|	|@ellievolia If oooonly we were really so lucky
|negative|	|buttload of homework!|
|negative|	|needs another copy of visual studio 2008|
|negative|	|why to we
|negative|	|omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail|
|negative|	|@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism
|negative|	|@Henkuyinepu yeah
|negative|	|@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.|
|negative|	|Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..|
|negative|	|i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK|
|negative|	|@celycarmo i'm sorry I don't understand your last comment|
|negative|	|@OfficialRandL when is the announcement? i stayed up late last night|
|negative|	|@KishoreK this is strange
|negative|	|ITS NOT ENOUGH TO SAY THAT IMISS U|
|negative|	|This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS|
|negative|	|@RandomlyNat Jeez
|negative|	|@SupaMagg that happened to me saturday night. along with my glittery green lighter!|
|negative|	|trying to reduce the number of cigarettes in each day!|
|negative|	|yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to|
|negative|	|gotta do my cooking assignment  its too hard|
|negative|	|@treesahquiche okay
|negative|	|@jennifermf I know!  I'm a night owl by nature
|negative|	|@mamasvan lol - nope! but i did have complete #camerafail|
|negative|	|@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!|
|negative|	|My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!|
|negative|	|@jillianfish tweet something damn it!  and hang out with me please?|
|negative|	|@anistorm|
|negative|	|I'm SO behind in video games
|negative|	|@sleep_til_noon I did
|negative|	|Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!!|
|negative|	|http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December.|
|negative|	|When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days.|
|negative|	|@B_Barnett I did not really see that coming|
|negative|	|just woke up from the most vivid
|negative|	|it'll take 3 days for my sister to get her passport|
